Month,Orders
2019-02-23,40
2019-06-14,76
2022-09-10,179
2019-09-13,119
2019-01-24,122
2020-07-26,9
2020-01-23,17
2021-12-04,135
2020-03-06,78
2021-12-25,121
2019-07-12,19
2020-12-03,11
2022-03-30,63
2020-08-04,163
2020-11-04,191
2020-08-01,67
2020-12-25,25
2022-03-11,88
2021-02-27,88
2022-08-22,37
2019-10-07,110
2021-06-29,148
2022-07-02,37
2020-12-26,53
2022-06-08,42
2022-06-02,194
2021-04-27,127
2021-09-17,184
2021-06-08,15
2022-05-17,133
2019-07-29,123
2019-12-07,127
2020-10-03,47
2020-03-18,153
2022-06-22,136
2021-05-05,198
2019-02-16,43
2022-06-21,125
2020-05-29,97
2021-11-29,95
2019-12-14,14
2022-12-15,81
2019-06-06,170
2021-09-10,197
2021-03-01,79
2022-08-15,62
2020-03-26,185
2021-11-08,33
2020-11-27,71
2021-08-01,160
2019-08-09,127
2019-10-23,199
2021-04-21,55
2021-06-21,11
2020-04-01,80
2019-08-25,186
2020-06-11,30
2022-08-24,28
2022-11-12,80
2020-11-19,191
2020-05-03,107
2020-12-28,90
2021-11-01,99
2020-06-06,77
2022-02-18,158
2019-03-01,77
2019-10-04,71
2020-03-01,66
2019-11-18,61
2021-05-20,65
2019-04-06,143
2020-10-06,102
2019-01-30,59
2021-02-19,136
2019-09-05,142
2022-11-22,56
2022-06-09,27
2019-01-17,199
2022-11-26,121
2022-12-16,82
2021-05-02,93
2020-12-15,195
2019-07-29,110
2020-02-16,123
2021-01-13,187
2022-12-31,153
2021-09-14,88
2019-02-28,157
2020-05-04,89
2021-09-20,70
2022-10-25,140
2022-07-08,100
2022-12-07,198
2019-04-06,81
2020-12-13,137
2022-11-06,9
2022-02-04,17
2020-06-20,62
2022-09-30,59
2019-11-04,80
2019-10-12,176
2022-07-19,57
2021-05-15,57
2021-07-15,64
2021-07-26,175
2020-02-26,190
2020-02-05,112
2022-05-31,188
2022-04-21,72
2020-11-29,24
2022-07-10,155
2021-05-23,104
2020-05-10,195
2019-04-16,170
2021-05-07,159
2020-07-07,54
2019-10-24,46
2020-07-05,170
2021-10-12,139
2021-05-15,145
2019-02-12,100
2022-03-11,38
2019-09-03,200
2022-05-28,113
2021-08-19,124
2021-03-24,165
2020-06-04,91
2019-06-21,27
2020-04-27,162
2021-11-10,17
2021-02-01,100
2022-11-29,89
2022-02-12,152
2021-02-10,192
2022-09-25,131
2020-07-23,133
2019-07-13,156
2019-08-06,32
2022-01-30,91
2019-07-12,61
2022-06-24,64
2019-06-25,152
2021-02-18,52
2019-02-15,71
2022-10-27,194
2020-10-24,179
2022-02-04,113
2020-07-04,107
2021-06-08,45
2020-01-10,59
2022-07-31,59
2019-05-29,58
2021-02-02,81
2021-12-15,18
2021-06-04,193
2022-05-26,16
2021-01-07,70
2021-09-06,196
2021-07-20,187
2022-12-13,46
2019-09-18,133
2020-11-30,33
2022-02-13,144
2021-01-01,85
2019-04-25,31
2019-06-15,116
2019-06-15,187
2019-02-27,78
2022-10-21,123
2021-04-16,177
2019-07-18,154
2020-06-19,196
2021-11-01,169
2022-04-09,195
2022-09-30,157
2022-03-13,63
2020-03-08,72
2022-06-13,158
2022-10-03,140
2021-06-12,4
2021-11-27,62
2022-05-15,15
2020-08-11,198
2021-03-28,198
2019-03-17,78
2021-02-01,74
2019-04-18,118
2022-12-10,11
2019-02-25,16
2019-12-17,145
2022-06-14,193
2019-01-24,162
2022-11-22,138
2019-02-19,60
2021-05-26,154
2020-03-21,200
2021-09-15,67
2020-05-18,4
2020-01-27,131
2019-01-22,61
2021-02-08,60
2021-11-09,189
2021-04-23,61
2022-08-12,145
2021-05-25,33
2019-02-03,48
2021-07-30,38
2021-03-31,115
2019-07-01,16
2020-01-11,61
2019-09-09,56
2019-03-20,30
2021-06-09,174
2019-03-27,108
2022-03-09,137
2019-12-19,64
2021-02-17,60
2020-09-13,60
2019-10-17,23
2021-08-10,120
2021-01-13,189
2019-12-08,71
2019-10-15,118
2021-04-27,137
2021-11-25,146
2021-11-24,51
2021-07-07,87
2020-04-24,117
2022-01-22,172
2019-11-18,148
2021-08-19,49
2022-07-14,185
2020-01-21,81
2020-04-20,118
2022-12-29,90
2020-10-01,21
2019-06-15,144
2020-02-19,26
2021-12-30,100
2021-02-18,140
2019-11-27,3
2020-12-27,76
2022-03-22,184
2022-05-22,106
2019-04-07,64
2019-09-25,147
2019-01-14,194
2022-04-22,84
2020-09-09,134
2019-09-26,122
2020-02-06,101
2019-09-27,188
2021-06-19,185
2019-11-12,140
2019-04-09,98
2021-05-29,58
2020-12-26,168
2021-04-20,48
2019-11-05,126
2022-06-10,98
2020-09-21,12
2022-03-25,14
2022-10-19,171
2020-07-13,78
2022-02-05,158
2022-10-05,32
2019-08-25,6
2019-08-14,141
2019-07-09,20
2019-05-02,128
2022-10-12,80
2020-06-23,31
2021-04-04,152
2022-12-10,12
2022-08-23,62
2022-11-21,131
2022-12-25,40
2019-12-09,172
2021-03-20,82
2022-11-14,169
2022-12-09,153
2022-12-18,77
2019-11-26,138
2021-03-26,80
2022-01-05,85
2019-03-29,64
2021-12-12,21
2022-07-25,72
2020-11-21,188
2022-06-30,70
2022-12-13,166
2021-03-03,68
2020-03-05,74
2020-08-20,200
2022-02-10,193
2019-07-18,110
2021-07-13,140
2022-04-22,123
2020-03-31,48
2020-08-14,159
2019-08-19,154
2020-02-01,50
2021-12-14,25
2021-11-29,180
2021-05-02,104
2019-07-07,98
2021-02-13,155
2020-02-03,59
2019-12-15,193
2022-10-18,85
2020-11-03,28
2019-11-21,188
2020-02-03,38
2021-10-11,179
2022-03-10,27
2022-05-02,156
2020-03-03,49
2020-01-20,108
2020-05-24,61
2022-03-07,147
2022-03-10,112
2022-02-16,162
2020-07-01,76
2021-12-24,6
2019-12-10,51
2021-07-29,150
2022-12-03,16
2022-04-19,83
2022-03-10,132
2022-05-11,22
2022-12-16,158
2020-01-12,68
2020-03-27,171
2021-03-14,149
2022-01-11,104
2019-07-03,140
2020-03-17,123
2022-08-16,190
2022-01-25,34
2021-09-04,140
2019-01-20,106
2022-06-10,198
2019-12-06,98
2020-02-20,118
2019-11-26,69
2019-04-14,198
2019-04-19,161
2019-01-27,91
2021-11-16,190
2020-08-21,67
2022-01-22,15
2022-03-02,105
2020-08-26,170
2022-09-05,40
2020-06-18,12
2020-07-21,175
2020-01-20,96
2019-08-05,72
2021-02-09,159
2019-01-24,129
2022-02-16,88
2020-01-30,169
2021-01-27,120
2020-07-19,70
2019-08-18,67
2020-11-26,99
2020-10-19,171
2020-09-26,80
2022-12-24,141
2019-05-08,130
2020-03-01,84
2022-04-15,18
2022-01-30,107
2020-04-28,20
2022-12-01,20
2020-06-01,84
2020-04-01,83
2019-12-06,39
2020-07-30,71
2019-12-18,36
2021-02-15,45
2021-01-07,130
2021-06-02,185
2022-01-14,154
2021-02-14,170
2020-10-30,99
2019-05-25,148
2021-06-21,136
2020-09-21,135
2020-01-20,33
2021-04-03,191
2022-09-30,74
2021-06-10,108
2021-03-12,114
2020-03-11,174
2020-01-06,191
2021-02-20,121
2020-08-31,28
2020-04-27,150
2021-12-04,16
2022-09-22,114
2021-02-10,20
2022-09-09,161
2020-10-24,156
2019-07-27,31
2019-05-27,68
2020-01-24,81
2019-04-14,171
2021-10-07,115
2021-07-08,120
2022-07-01,170
2019-09-01,102
2021-08-12,62
2021-06-05,143
2019-02-17,18
2020-11-11,200
2019-03-23,171
2022-07-12,115
2022-05-07,128
2022-01-04,103
2019-11-16,43
2021-01-11,25
2022-10-19,173
2021-09-26,65
2020-03-09,137
2019-12-13,179
2020-06-29,172
2020-01-23,97
2020-07-18,131
2020-03-29,110
2020-05-28,94
2020-06-24,163
2019-05-12,50
2020-10-31,123
2021-01-14,53
2021-12-22,105
2021-06-18,178
2021-01-23,127
2020-03-08,21
2019-07-13,65
2022-10-10,50
2020-01-12,34
2021-04-01,36
2021-06-22,101
2019-02-10,118
2020-07-09,56
2021-08-22,84
2019-09-28,111
2022-04-17,42
2020-04-05,65
2020-05-12,49
2019-10-02,131
2020-04-25,16
2021-10-29,71
2020-10-11,170
2019-10-20,2
2022-10-20,78
2021-10-26,144
2019-03-17,99
2020-03-20,76
2019-10-23,95
2020-09-19,177
2019-02-16,82
2020-08-16,122
2022-08-05,39
2022-11-24,49
2022-11-10,78
2020-02-02,99
2022-08-22,154
2019-06-23,194
2019-08-19,158
2020-04-25,90
2020-05-19,163
2019-05-15,46
2019-11-19,188
2022-06-24,116
2020-12-08,125
2021-08-05,57
2020-02-19,108
2019-03-03,130
2020-11-23,91
2020-05-11,185
2020-02-01,128
2020-04-29,102
2020-01-13,104
2021-05-01,180
2019-06-18,41
2022-10-07,162
2019-12-24,111
2019-09-10,59
2020-12-12,144
2022-03-19,109
2022-04-30,187
2021-09-03,174
2019-05-19,93
2019-04-13,8
2021-10-06,60
2021-05-25,127
2021-01-10,87
2019-07-05,30
2020-06-04,184
2021-09-01,146
2022-02-05,82
2021-03-04,5
2020-05-01,57
2022-07-01,57
2021-10-04,168
2022-08-08,133
2022-12-17,6
2021-10-28,60
2020-04-14,87
2020-02-22,59
2021-04-16,169
2019-01-22,148
2019-03-31,25
2019-06-29,166
2019-01-28,55
2019-02-23,157
2019-04-20,97
2021-01-17,191
2022-11-03,143
2021-07-28,161
2020-12-24,19
2020-11-19,103
2020-09-23,49
2019-07-29,127
2021-07-16,23
2019-02-11,151
2019-09-18,102
2022-03-29,155
2021-05-08,15
2022-12-18,52
2022-07-12,177
2022-11-08,119
2021-04-30,90
2021-04-17,111
2021-05-06,141
2022-01-03,40
2022-04-23,156
2021-10-28,2
2022-08-07,87
2022-06-10,98
2022-01-22,12
2019-05-24,74
2021-10-17,89
2020-07-13,116
2021-08-16,49
2022-12-16,182
2021-02-07,155
2022-08-18,28
2021-09-10,81
2022-05-28,177
2020-03-16,134
2020-05-01,154
2020-12-15,61
2022-08-29,34
2021-12-08,78
2022-05-09,41
2022-01-07,143
2020-03-09,161
2020-10-21,163
2019-10-31,134
2022-01-25,28
2021-10-06,133
2020-06-09,70
2020-05-01,82
2021-02-24,144
2020-08-17,44
2021-07-19,60
2021-03-16,127
2019-01-13,129
2020-09-30,99
2021-11-27,92
2022-10-20,103
2019-07-07,146
2021-07-13,41
2019-06-21,169
2020-01-01,117
2021-01-18,182
2019-02-12,160
2020-05-30,60
2021-10-12,56
2020-10-23,117
2020-07-07,31
2020-05-26,105
2020-03-20,81
2021-09-22,185
2022-01-09,179
2022-03-16,76
2022-03-15,153
2022-11-28,176
2020-04-10,113
2022-10-22,61
2020-07-20,188
2022-11-19,33
2021-04-08,167
2020-08-10,27
2022-12-10,88
2021-06-22,150
2019-08-15,6
2019-04-19,86
2019-10-27,40
2022-02-15,50
2022-10-11,21
2019-09-05,39
2022-01-24,71
2022-07-07,119
2022-12-30,148
2020-02-02,192
2022-08-06,179
2020-09-06,44
2020-09-18,143
2020-10-23,24
2021-12-31,183
2020-09-10,38
2021-01-11,185
2021-11-05,54
2019-04-05,149
2019-06-10,157
2021-05-04,122
2022-07-25,45
2021-02-15,148
2022-03-09,145
2019-08-20,151
2022-09-02,68
2021-04-02,8
2022-07-08,86
2022-07-09,49
2020-01-07,167
2022-05-28,171
2020-08-02,197
2020-08-01,39
2019-10-02,99
2022-05-29,112
2019-07-12,37
2022-03-03,43
2021-09-25,60
2021-06-29,75
2022-01-09,139
2020-01-31,191
2021-05-07,75
2020-08-14,187
2020-02-19,9
2022-04-05,50
2021-11-04,108
2021-10-18,46
2019-07-17,152
2022-02-20,140
2019-08-21,96
2020-09-17,193
2020-09-08,186
2022-05-19,117
2020-11-25,138
2022-09-08,47
2021-11-11,183
2021-10-16,51
2020-06-21,57
2020-10-07,179
2020-05-31,84
2021-12-26,8
2021-12-20,62
2021-08-14,120
2021-04-05,20
2019-08-16,180
2020-02-29,49
2020-10-31,64
2020-12-29,188
2022-11-21,123
2021-07-16,185
2019-09-18,6
2021-05-11,132
2020-04-05,182
2019-01-04,22
2020-04-19,44
2021-04-17,19
2022-01-08,173
2022-10-04,198
2022-07-14,194
2021-09-19,196
2020-12-22,28
2019-03-09,70
2022-06-18,49
2020-02-13,179
2022-03-14,5
2019-06-24,95
2021-07-14,183
2020-07-25,82
2022-10-07,28
2020-05-16,185
2020-07-29,92
2021-10-23,64
2021-10-20,94
2021-03-06,6
2021-08-25,118
2020-03-29,88
2021-12-17,119
2022-10-05,142
2021-11-23,7
2021-08-02,67
2019-01-05,84
2020-06-14,198
2022-04-18,113
2019-11-28,162
2020-09-12,71
2020-01-08,120
2019-02-08,118
2019-03-22,109
2020-09-11,84
2020-01-03,29
2021-07-09,117
2022-07-03,178
2019-08-30,70
2019-09-27,176
2019-06-06,185
2019-01-27,168
2020-03-31,106
2021-03-25,181
2022-02-06,71
2019-12-03,50
2020-06-22,130
2020-07-30,141
2019-02-05,4
2019-03-02,24
2020-10-01,131
2021-08-12,101
2022-04-30,54
2020-07-30,197
2022-12-21,114
2021-09-05,35
2020-02-05,169
2020-02-15,156
2019-02-28,121
2019-10-03,159
2021-08-18,166
2020-08-18,192
2019-03-25,87
2022-10-05,5
2021-01-06,155
2022-03-27,17
2022-08-05,74
2019-07-01,62
2021-06-25,80
2019-11-09,172
2022-11-29,22
2021-05-12,167
2019-09-29,188
2022-07-06,105
2022-05-24,115
2022-02-06,117
2020-10-12,23
2019-04-13,94
2022-06-03,53
2021-02-05,88
2020-10-23,31
2021-09-15,77
2022-08-04,21
2019-03-02,72
2020-02-03,199
2021-08-24,191
2019-08-12,156
2021-12-20,99
2020-12-25,76
2022-01-23,45
2022-06-09,2
2020-04-26,87
2022-03-22,109
2021-04-15,16
2020-10-18,34
2020-03-10,136
2022-10-05,198
2019-04-15,145
2022-05-29,132
2021-07-03,46
2022-06-11,197
2021-09-12,12
2020-09-22,166
2020-07-25,200
2021-02-06,71
2022-01-22,60
2020-04-28,6
2022-03-20,133
2021-05-29,82
2022-04-20,173
2020-12-23,200
2022-04-07,78
2021-02-22,86
2019-04-21,144
2021-03-04,62
2019-02-02,49
2019-10-31,39
2022-09-23,171
2020-04-29,20
2019-12-12,151
2019-05-03,84
2019-11-11,141
2020-06-21,79
2019-07-07,200
2022-06-09,86
2019-05-27,15
2020-05-18,144
2019-08-05,149
2020-06-17,152
2022-05-09,194
2022-05-25,1
2020-05-21,23
2019-09-04,167
2021-09-20,21
2021-07-11,192
2019-09-04,135
2020-11-02,74
2020-06-19,183
2020-10-30,47
2021-07-23,134
2021-04-01,82
2021-04-04,134
2021-10-01,88
2019-02-28,164
2021-04-24,62
2019-04-27,157
2022-01-10,124
2019-09-18,102
2022-06-05,40
2019-07-18,52
2019-06-06,165
2021-01-10,78
2020-04-30,42
2019-01-19,93
2019-08-02,191
2019-05-25,197
2019-11-03,168
2022-05-27,101
2021-05-13,86
2022-08-02,21
2022-05-26,78
2022-04-30,173
2022-11-07,189
2022-10-20,165
2019-03-24,92
2019-03-08,71
2021-11-04,92
2021-02-23,2
2019-12-20,124
2021-10-05,52
2021-03-24,116
2020-04-26,142
2019-07-26,57
2022-12-10,49
2022-08-06,45
2019-04-27,129
2019-09-05,181
2022-08-19,66
2022-02-04,131
2022-11-11,61
2019-05-30,171
2019-09-06,196
2021-05-27,183
2019-01-01,134
2020-12-31,10
2020-10-02,133
2022-06-02,188
2021-01-04,137
2022-09-07,171
2020-02-04,155
2021-12-23,40
2022-04-13,52
2022-04-26,78
2021-08-10,112
2020-01-10,38
2019-01-12,12
2022-10-24,170
2020-03-24,192
2021-01-02,91
2021-08-15,134
2021-03-11,75
2022-10-02,53
2019-12-10,12
2020-02-14,114
2020-09-25,48
2022-01-23,93
2022-02-20,26
2019-07-10,198
2022-10-01,110
2019-03-11,57
2021-05-07,30
2021-06-16,168
2020-08-14,128
2020-12-16,118
2019-11-12,57
2021-08-27,40
2020-11-11,152
2020-09-08,77
2020-09-09,185
2022-09-19,92
2019-10-15,50
2020-01-18,144
2020-03-10,107
2021-11-18,193
2022-05-29,82
2019-03-03,175
2021-08-27,81
2021-04-13,28
2019-05-19,153
2019-10-09,55
2020-11-20,13
2021-08-11,187
2019-08-21,188
2019-05-08,54
2020-07-15,189
2019-05-28,57
2019-02-10,23
2019-04-07,105
2021-04-19,193
2020-05-10,101
2020-12-24,26
2021-12-02,82
2021-04-26,159
2022-01-24,137
2021-07-20,194
2020-08-30,51
2019-08-27,196
2020-12-27,124
2020-08-01,189
2019-04-28,104
2022-02-03,82
2020-05-21,145
2021-02-09,18
2021-01-26,81
2021-01-07,141
2019-09-18,44
2022-06-05,6
2020-05-08,37
2019-10-24,141
2019-05-05,125
2022-10-26,146
2022-06-20,126
2020-03-31,128
2021-05-01,131
2019-10-01,115
2021-01-06,81
2022-04-03,190
2019-03-29,75
2021-06-03,192
2019-12-13,190
2019-10-03,181
2022-07-14,80
2019-04-07,106
2020-09-01,94
2021-05-13,17
2020-04-08,6
2019-03-28,118
2019-12-20,33
2022-09-03,81
2021-02-07,193
2020-05-10,20
2020-12-07,65
2022-02-13,199
2022-06-21,98
2021-03-10,112
2019-01-08,85
2020-03-28,17
2021-11-03,138
2021-12-23,4
2019-09-15,58
2022-07-27,6
2021-01-07,195
2020-06-29,103
2022-02-28,6
2022-07-15,134
2019-01-24,1
2019-04-19,173
2019-08-14,194
2021-12-06,77
2020-10-28,103
2019-04-30,35
2021-07-21,143
2021-12-24,128
2022-04-28,72
2020-10-17,123
2021-10-12,157
2020-09-11,150
2021-06-29,163
2020-12-11,176
2021-05-10,8
2019-06-15,192
2021-05-28,156
2020-02-08,136
2021-11-16,90
2020-02-17,102
2021-01-30,68
2021-08-22,184
2019-10-18,94
2019-06-18,180
2022-11-14,147
2020-09-14,166
2022-12-30,74
2022-06-28,71
2022-06-11,110
2022-01-07,17
2020-09-20,9
2021-05-25,23
2019-05-22,154
2021-10-30,179
2019-02-02,158
2021-12-27,18
2021-05-08,139
2021-01-01,108
2021-05-06,107
2021-11-01,172
2020-02-14,147
2022-07-02,106
2020-04-09,82
2022-03-10,177
2021-12-07,134
2020-11-02,196
2019-11-08,113
2022-04-18,54
2020-07-10,151
2021-01-24,174
2022-10-05,99
2020-03-03,9
2022-11-15,14
2019-03-16,27
2020-07-06,123
2020-12-31,72
2022-10-02,194
2021-12-01,54
2021-10-19,101
2019-06-05,141
2021-04-08,129
2019-01-18,93
2019-01-04,109
2020-05-02,80
2019-02-28,186
2022-11-06,123
2019-04-29,96
2020-07-24,50
2020-06-29,174
2020-03-30,125
2020-01-01,145
2021-11-11,133
2019-07-15,59
2021-10-31,190
2021-08-28,189
2022-04-17,151
2021-03-30,45
2020-01-27,49
2021-05-23,90
2021-07-20,39
2020-07-08,35
2019-06-09,40
2021-12-30,74
2020-02-22,90
2021-08-14,133
2022-04-21,33
2022-09-20,191
2022-01-07,86
2020-07-28,12
2020-02-20,149
2020-06-14,49
2022-11-29,49
2020-12-11,186
2021-05-03,189
2021-08-29,188
2022-01-10,172
2019-01-06,49
2019-05-04,39
2022-07-28,200
2020-05-03,119
2021-03-25,197
2022-01-08,73
2019-10-24,184
2019-12-25,96
2021-01-22,66
2020-05-31,150
2019-08-25,126
2020-04-30,189
2021-07-07,129
2019-11-20,11
2020-07-23,107
2021-06-11,107
2022-10-23,198
2020-08-18,73
2019-10-04,82
2020-01-29,178
2022-10-26,173
2022-06-06,37
2022-04-05,109
2020-10-31,193
2020-12-17,111
2019-11-15,159
2019-02-12,189
2021-01-27,120
2022-09-15,79
2019-10-15,15
2021-12-07,89
2019-08-15,176
2021-03-26,11
2022-01-24,27
2020-10-12,130
2019-04-28,121
2021-07-18,44
2019-03-07,16
2020-04-08,167
2022-03-04,191
2019-08-12,169
2022-07-25,14
2019-12-22,164
2021-02-26,69
2021-04-25,174
2021-02-14,112
2020-04-27,195
2022-03-06,132
2019-05-17,122
2020-05-01,50
2020-11-17,175
2020-01-06,123
2021-06-21,143
2019-10-09,169
2019-03-23,127
2019-12-24,71
2019-08-25,98
2019-09-17,31
2020-02-28,135
2021-01-13,122
2022-02-23,93
2021-04-16,128
2020-04-06,133
2021-10-06,62
2022-03-23,90
2019-07-30,143
2020-12-09,83
2020-08-26,88
2019-02-20,71
2020-03-03,185
2019-03-26,91
2021-11-01,133
2020-09-26,145
2022-02-07,143
2020-01-28,171
2022-05-31,48
2019-04-19,75
2022-01-28,157
2019-11-10,76
2019-09-28,86
2020-05-20,167
2019-11-15,121
2021-01-14,172
2021-02-28,155
2022-04-19,175
2020-05-28,35
2020-11-23,29
2022-11-15,34
2022-08-20,38
2022-05-05,175
2019-05-18,110
2020-07-24,126
2022-03-14,79
2020-09-06,53
2022-05-02,4
2022-05-27,10
2022-08-31,123
2022-01-07,80
2021-03-14,16
2021-12-05,141
2020-02-25,64
2020-08-12,26
2019-06-07,17
2020-03-04,33
2021-10-29,138
2021-04-10,177
2020-06-20,193
2019-07-02,198
2022-03-30,152
2021-12-19,14
2022-06-27,139
2021-03-09,54
2019-11-30,70
2019-06-10,38
2022-09-30,20
2021-07-22,180
2019-06-26,194
2020-09-30,9
2020-04-22,68
2019-10-18,163
2019-12-17,126
2020-06-08,128
2022-06-08,96
2021-04-19,48
2021-06-21,134
2022-11-09,128
2019-10-07,136
2022-04-23,44
2019-11-08,155
2022-12-14,38
2021-02-18,142
2021-06-22,19
2021-01-27,70
2022-10-24,191
2022-08-24,133
2019-01-27,58
2019-07-21,110
2021-01-23,45
2021-09-17,70
2021-11-27,66
2019-04-22,170
2019-01-17,40
2019-12-24,166
2019-07-21,189
2022-03-23,126
2019-03-11,91
2019-08-25,103
2020-08-11,194
2021-11-20,187
2020-10-19,1
2020-09-08,38
2019-03-21,111
2020-07-17,1
2022-08-28,145
2019-12-31,48
2021-12-03,74
2022-11-20,18
2021-04-14,178
2019-11-17,179
2021-03-04,187
2019-01-04,108
2019-02-22,121
2020-12-03,163
2022-01-02,106
2021-03-14,178
2020-11-13,153
2022-09-23,121
2019-03-30,156
2019-03-02,98
2021-12-11,53
2019-02-15,105
2021-09-27,114
2020-01-02,188
2022-08-05,103
2020-09-11,168
2022-10-10,164
2021-08-28,76
2021-11-06,93
2022-07-25,125
2020-01-05,89
2021-04-24,116
2020-03-22,12
2019-05-26,1
2020-02-13,193
2022-07-25,8
2019-12-13,108
2020-01-13,100
2019-03-23,128
2021-04-24,72
2019-06-04,147
2022-12-04,88
2021-01-21,191
2022-11-05,186
2019-06-11,164
2020-12-11,70
2019-12-29,40
2019-07-21,78
2020-08-09,35
2020-10-05,89
2019-01-05,24
2022-06-24,34
2022-07-01,157
2020-05-30,195
2022-05-02,16
2019-07-08,133
2022-04-02,13
2021-12-12,93
2020-01-15,20
2019-09-25,176
2022-03-23,163
2022-03-21,159
2022-04-17,79
2019-04-26,108
2020-06-03,117
2019-09-15,22
2021-08-23,197
2021-05-28,182
2022-10-12,186
2019-04-19,157
2022-02-17,137
2022-02-14,87
2022-03-04,146
2022-09-08,115
2021-02-13,130
2022-04-05,139
2021-11-16,159
2019-12-26,26
2021-02-19,81
2021-03-13,122
2019-07-15,13
2019-04-03,116
2022-08-10,41
2021-09-22,167
2019-11-01,52
2019-09-23,18
2021-02-18,140
2020-01-20,28
2022-07-04,119
2019-09-02,86
2022-03-18,47
2021-08-26,113
2021-09-26,142
2022-07-23,9
2020-05-29,41
2021-09-29,45
2021-08-18,159
2022-07-31,188
2021-01-22,93
2022-01-29,146
2022-10-07,134
2022-02-16,154
2022-02-03,190
2021-04-05,9
2020-04-16,87
2022-03-08,25
2022-04-28,95
2022-02-03,189
2019-04-09,18
2020-08-23,15
2020-01-06,46
2021-02-06,78
2020-10-30,71
2021-05-20,103
2019-02-27,162
2020-12-31,68
2022-11-03,1
2022-11-03,188
2020-10-18,178
2022-09-16,87
2022-11-12,96
2021-12-28,71
2021-12-27,45
2020-07-02,163
2019-12-23,109
2019-08-30,147
2021-11-08,197
2020-01-13,194
2019-06-03,102
2022-07-11,3
2020-11-13,36
2022-12-04,87
2021-06-17,144
2021-12-25,119
2021-04-23,120
2021-08-14,174
2020-04-12,187
2022-10-09,4
2020-12-10,167
2020-08-11,35
2019-10-30,30
2022-06-29,104
2019-11-15,118
2021-03-04,55
2019-08-08,179
2019-09-05,105
2020-05-15,30
2020-04-29,108
2020-04-26,11
2021-10-25,128
2022-08-28,170
2020-04-03,171
2021-09-10,128
2019-08-16,114
2022-07-29,40
2020-10-21,72
2020-09-08,8
2019-12-05,153
2021-12-14,85
2019-08-21,26
2021-12-19,60
2019-07-23,38
2019-09-14,49
2019-05-30,46
2019-09-28,101
2021-02-21,169
2019-03-23,163
2020-12-16,84
2019-03-25,22
2022-02-22,135
2020-02-07,51
2021-10-15,11
2021-05-02,150
2020-04-19,83
2021-11-13,16
2020-01-28,101
2021-11-21,128
2020-02-08,23
2020-09-14,46
2019-06-12,9
2020-08-29,87
2019-10-25,25
2021-04-12,83
2022-09-15,42
2019-09-24,148
2019-02-11,36
2019-01-14,158
2019-03-19,157
2019-06-03,156
2021-10-17,158
2019-04-15,104
2020-11-22,152
2021-07-28,137
2020-03-12,106
2020-10-06,77
2021-04-28,192
2022-01-16,103
2020-08-30,9
2021-03-31,180
2021-03-11,150
2021-12-17,109
2020-09-23,28
2021-04-27,104
2020-01-03,128
2021-07-21,193
2019-12-21,105
2020-10-07,31
2020-12-08,21
2019-02-02,136
2019-04-21,63
2019-03-29,167
2020-05-02,169
2019-06-08,165
2019-03-12,36
2022-10-05,43
2022-01-08,103
2021-08-19,89
2020-06-06,180
2020-03-08,179
2021-05-12,18
2022-04-30,192
2022-09-02,14
2022-07-18,115
2020-08-11,174
2022-08-18,110
2019-02-11,52
2019-02-08,76
2019-12-27,50
2022-07-01,95
2019-04-08,2
2020-01-21,75
2022-05-16,105
2022-04-14,65
2022-07-05,25
2019-05-30,12
2020-05-19,81
2021-01-21,178
2019-07-09,163
2019-11-13,198
2019-02-07,50
2020-06-14,148
2020-04-06,140
2022-12-13,100
2022-02-07,137
2019-11-27,190
2020-07-15,44
2022-08-16,62
2020-05-13,155
2022-02-25,179
2019-02-24,42
2020-03-13,154
2021-06-30,184
2020-03-17,147
2019-03-01,4
2022-06-12,157
2019-10-04,51
2020-08-07,12
2020-12-18,106
2022-08-03,108
2022-04-03,76
2021-10-02,22
2019-07-25,160
2020-10-08,100
2022-12-09,118
2019-01-19,175
2021-09-20,60
2020-07-18,151
2019-03-01,32
2019-04-06,7
2022-10-07,62
2019-02-14,101
2022-02-07,5
2020-09-11,103
2021-09-12,98
2020-11-19,62
2021-06-11,171
2022-10-24,39
2022-10-07,136
2022-05-14,13
2021-05-08,23
2022-04-25,154
2019-12-26,135
2020-11-19,59
2019-01-06,81
2021-08-26,117
2020-05-28,112
2022-10-19,27
2019-08-06,16
2019-06-18,18
2022-05-01,145
2021-02-06,177
2022-09-27,88
2021-06-14,86
2022-03-19,75
2020-08-31,127
2022-03-06,154
2021-12-07,83
2019-04-29,35
2021-06-14,42
2020-02-28,176
2022-08-22,59
2021-06-26,122
2019-08-17,194
2019-09-08,155
2020-12-26,87
2021-12-16,194
2019-09-30,156
2022-11-21,52
2019-04-19,191
2022-09-13,179
2021-11-01,111
2020-02-13,76
2020-11-23,139
2020-01-05,191
2022-01-22,195
2021-10-02,183
2021-08-20,31
2022-01-14,16
2019-01-18,157
2022-06-27,191
2022-04-05,173
2022-02-18,120
2019-07-05,74
2022-04-16,117
2021-11-17,139
2020-05-06,154
2020-09-05,85
2022-07-07,169
2022-02-15,129
2021-09-19,95
2022-02-10,51
2021-08-13,112
2021-11-03,187
2021-03-28,91
2020-05-28,193
2021-12-14,197
2020-05-02,182
2022-07-17,36
2021-12-03,116
2022-04-27,33
2020-06-14,36
